game,eta,method,sample,error
0,0.05,SUB,44,0.14403267099824615
0,0.05,SUB,45,0.07251238289380472
0,0.05,SUB,46,0.03653515803665062
0,0.05,SUB,47,0.06632815766481379
0,0.05,SUB,48,0.0848800938148171
0,0.05,SUB,49,0.06061084350369044
0,0.05,VI,0,1.9409756759170678
0,0.05,VI,1,1.9922554415634794
0,0.05,VI,2,1.6275704233808341
0,0.05,VI,3,2.1368114628478025
0,0.05,VI,4,2.0030584203739945
0,0.05,VI,5,2.208083780982723
0,0.05,VI,6,2.267109976538052
0,0.05,VI,7,1.9777278106743463
0,0.05,VI,8,2.0129754570476743
0,0.05,VI,9,1.7250654052803427
0,0.05,VI,10,2.2171192675231097
0,0.05,VI,11,2.0291967717623605
0,0.05,VI,12,2.553312673448194
0,0.05,VI,13,2.250205226733102
0,0.05,VI,14,1.7945464945686176
0,0.05,VI,15,2.0188640019369046
0,0.05,VI,16,2.0616753794842646
0,0.05,VI,17,2.1164564574625016
0,0.05,VI,18,2.036190499627446
0,0.05,VI,19,2.0879811008753126
0,0.05,VI,20,2.218293878014259
0,0.05,VI,21,2.2411991977017025
0,0.05,VI,22,1.857842957025087
0,0.05,VI,23,2.323186226028925
0,0.05,VI,24,1.5157374566762436
0,0.05,VI,25,2.08378308520183
0,0.05,VI,26,1.9508008687180685
0,0.05,VI,27,2.579928241977813
0,0.05,VI,28,2.0565034461154537
0,0.05,VI,29,2.61680611639044
0,0.05,VI,30,2.081187416861798
0,0.05,VI,31,1.5706484468909498
0,0.05,VI,32,1.7713051061974194
0,0.05,VI,33,1.1947417986360513
0,0.05,VI,34,2.2747793990085614
0,0.05,VI,35,2.182701415301193
0,0.05,VI,36,2.0701625567372184
0,0.05,VI,37,1.9788834438320468
0,0.05,VI,38,1.7408744143315278
0,0.05,VI,39,2.074711636955863
0,0.05,VI,40,2.2682939421764545
0,0.05,VI,41,2.235619723988654
0,0.05,VI,42,1.6227007701680143
0,0.05,VI,43,1.9182529979249276
0,0.05,VI,44,1.5636758303330813
0,0.05,VI,45,1.481140993988413
0,0.05,VI,46,2.0654399678281083
0,0.05,VI,47,1.8489833958787714
0,0.05,VI,48,1.8558033859183503
0,0.05,VI,49,1.4011622903191112
0,0.1,SUB,0,0.027659249543015758
0,0.1,SUB,1,0.0571932474439793
0,0.1,SUB,2,0.08154765160345155
0,0.1,SUB,3,0.05414002265974941
0,0.1,SUB,4,0.030155820682372016
0,0.1,SUB,5,0.10430294944081701
0,0.1,SUB,6,0.07928831637332695
0,0.1,SUB,7,0.054245623123331484
0,0.1,SUB,8,0.07358777311997218
0,0.1,SUB,9,0.03466026425326982
0,0.1,SUB,10,0.0722580303174652
0,0.1,SUB,11,0.05246542850087103
0,0.1,SUB,12,0.03818161045948731
0,0.1,SUB,13,0.03863228624544812
0,0.1,SUB,14,0.0914225372026468
0,0.1,SUB,15,0.06679322890684437
0,0.1,SUB,16,0.06807839788019708
0,0.1,SUB,17,0.04806754914963613
0,0.1,SUB,18,0.06304682385816973
0,0.1,SUB,19,0.09746093812431882
0,0.1,SUB,20,0.08771971154434896
0,0.1,SUB,21,0.0317041618586225
0,0.1,SUB,22,0.055173375724824794
0,0.1,SUB,23,0.08317909474890595
0,0.1,SUB,24,0.0527086097207435
0,0.1,SUB,25,0.0742369867431202
0,0.1,SUB,26,0.059725087731041765
0,0.1,SUB,27,0.11783268260513118
0,0.1,SUB,28,0.07040750966775147
0,0.1,SUB,29,0.04915531732883273
0,0.1,SUB,30,0.07417571328732328
0,0.1,SUB,31,0.04478414299399723
0,0.1,SUB,32,0.04275054664686604
0,0.1,SUB,33,0.07270263434570637
0,0.1,SUB,34,0.06164870815041087
0,0.1,SUB,35,0.04662098373610869
0,0.1,SUB,36,0.11523182114939805
0,0.1,SUB,37,0.06689987546434428
0,0.1,SUB,38,0.05572710322274249
0,0.1,SUB,39,0.028639636524116056
0,0.1,SUB,40,0.049433841950790605
0,0.1,SUB,41,0.04934668229591032
0,0.1,SUB,42,0.02442521749985925
0,0.1,SUB,43,0.03099220782079652
0,0.1,SUB,44,0.06627988674410927
0,0.1,SUB,45,0.08128294180408782
0,0.1,SUB,46,0.036268100247586144
0,0.1,SUB,47,0.048770061806723074
0,0.1,SUB,48,0.08919450077960718
0,0.1,SUB,49,0.03493960487509053
0,0.1,VI,0,2.053056997348383
0,0.1,VI,1,1.4903716250242498
0,0.1,VI,2,1.8683030905173297
0,0.1,VI,3,1.7251012788397901
0,0.1,VI,4,1.992300888633063
0,0.1,VI,5,1.6276057043255456
0,0.1,VI,6,1.5706862397261294
0,0.1,VI,7,1.9580428815875386
0,0.1,VI,8,1.4012069181841136
0,0.1,VI,9,2.2492052432203278
0,0.1,VI,10,2.406292310081049
0,0.1,VI,11,1.9777785131916212
0,0.1,VI,12,2.2502703810438565
0,0.1,VI,13,2.0838405686358588
0,0.1,VI,14,1.8578851980830666
0,0.1,VI,15,2.2748309460411367
0,0.1,VI,16,2.360080225321532
0,0.1,VI,17,1.4154889358774716
0,0.1,VI,18,2.2412497171877943
0,0.1,VI,19,2.267161196618557
0,0.1,VI,20,1.622766270576617
0,0.1,VI,21,2.235678372746258
0,0.1,VI,22,2.5799792319056034
0,0.1,VI,23,1.9789306519095056
0,0.1,VI,24,2.218339747487374
0,0.1,VI,25,2.0130278021517283
0,0.1,VI,26,1.7409294215190905
0,0.1,VI,27,2.081237323851795
0,0.1,VI,28,2.036235286814224
0,0.1,VI,29,2.0565550469458884
0,0.1,VI,30,1.9182917319804027
0,0.1,VI,31,1.7877959745744667
0,0.1,VI,32,2.730417845258741
0,0.1,VI,33,2.0747762268378147
0,0.1,VI,34,2.088029876209128
0,0.1,VI,35,1.9508452268097887
0,0.1,VI,36,2.061733155387543
0,0.1,VI,37,1.849015354316107
0,0.1,VI,38,2.029237896095
0,0.1,VI,39,2.217173929609272
0,0.1,VI,40,2.0189212237399623
0,0.1,VI,41,1.9410233896116678
0,0.1,VI,42,2.1368598447302993
0,0.1,VI,43,2.323235278071349
0,0.1,VI,44,1.771342640179914
0,0.1,VI,45,2.616869225455554
0,0.1,VI,46,1.9538260456246759
0,0.1,VI,47,2.085989838819562
0,0.1,VI,48,1.855842017083703
0,0.1,VI,49,1.9003103811807476
0,0.3,SUB,0,0.08381036478879322
0,0.3,SUB,1,0.13466047906588624
0,0.3,SUB,2,0.1661926525022807
0,0.3,SUB,3,0.13586179489196035
0,0.3,SUB,4,0.08174033260330339
0,0.3,SUB,5,0.09362303799306072
0,0.3,SUB,6,0.129606284617554
0,0.3,SUB,7,0.1017988304466683
0,0.3,SUB,8,0.13308902245317522
0,0.3,SUB,9,0.14998153258379765
0,0.3,SUB,10,0.13380360523512963
